baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	entrez	ENSEMBL
ENSG00000104221	127.139992225618	-0.152011895264096	0.172040988614291	-0.883579526533068	0.376923235045467	0.605621472169509	BRF2	55290	ENSG00000104221
ENSG00000104228	393.515817633743	0.212460916693167	0.117882769820122	1.80230679188623	0.0714971505430196	0.198726988831925	TRIM35	23087	ENSG00000104228
ENSG00000104231	285.414745267461	-0.195452436292277	0.130383328566217	-1.49906002892857	0.133858059820914	0.314160395339747	ZFAND1	79752	ENSG00000104231
ENSG00000104299	247.766333785828	0.00677376322017996	0.139774303031982	0.0484621498604792	0.961347929014808	0.982930723881329	INTS9	55756	ENSG00000104299
ENSG00000104312	277.385234162365	-0.303523364288743	0.128223251272645	-2.36714762163808	0.0179257811702217	0.0693154363983304	RIPK2	8767	ENSG00000104312
ENSG00000104313	89.9215618940663	-0.977591034403527	0.21869967852911	-4.47001587280982	7.82137924871522e-06	8.46291915566515e-05	EYA1	2138	ENSG00000104313
ENSG00000104320	751.545475004254	-0.347959240752539	0.103973877742306	-3.34660251505613	0.000818084238264144	0.00529879760927178	NBN	4683	ENSG00000104320
ENSG00000104321	549.381375643337	-1.34581200838695	0.168461107284506	-7.98885885342111	1.36193515347315e-15	5.61024020430808e-14	TRPA1	8989	ENSG00000104321
ENSG00000104324	1452.81380908906	-0.0752649197728329	0.104054245132725	-0.723323874742736	0.46948092816245	0.687978391999534	CPQ	10404	ENSG00000104324
ENSG00000104325	877.695676078394	-0.0810424514442566	0.110812153728355	-0.731349844917953	0.464565492027182	0.68374826134553	DECR1	1666	ENSG00000104325
ENSG00000104331	2603.58197310406	0.314987631939815	0.0874452812380639	3.60211125723619	0.000315643211624429	0.00230538730934007	BPNT2	54928	ENSG00000104331
ENSG00000104332	14114.874696543	0.492056850495725	0.145580008015157	3.37997543209707	0.000724923094221939	0.00478877631121668	SFRP1	6422	ENSG00000104332
ENSG00000104341	1212.97894705011	-0.0958356592514758	0.109213803460324	-0.877505005915228	0.380212401041944	0.609097011347205	LAPTM4B	55353	ENSG00000104341
ENSG00000104343	368.662320579525	0.431348985523231	0.136063561782828	3.17020207226172	0.00152332959359265	0.00908351886168947	UBE2W	55284	ENSG00000104343
ENSG00000104356	193.098925148142	-0.099603402912197	0.169286268520158	-0.588372605663149	0.556282221109474	0.756788243748981	POP1	10940	ENSG00000104356
ENSG00000104361	1202.34905302084	-0.269796954752204	0.106334558241732	-2.53724620869607	0.0111728345909632	0.0474685187656799	NIPAL2	79815	ENSG00000104361
ENSG00000104365	1011.90862300113	0.249712215378169	0.0917799304263879	2.72077146079829	0.00651297718529678	0.0307686339859726	IKBKB	3551	ENSG00000104365
ENSG00000104368	791.271409268188	-0.202529330945586	0.183198681489526	-1.10551740492284	0.268935456933706	0.496698196664924	PLAT	5327	ENSG00000104368
ENSG00000104375	655.072025577	-0.140439167158528	0.123816947924767	-1.13424833605058	0.256690393785531	0.482415407098026	STK3	6788	ENSG00000104375
ENSG00000104381	127.289850026252	-0.1437159669465	0.176244166977611	-0.815436728551453	0.414822367807492	0.642306805343225	GDAP1	54332	ENSG00000104381
ENSG00000104388	2810.87132019032	0.407501360846584	0.0965655483517823	4.2199455996675	2.44361277020688e-05	0.000238338775292416	RAB2A	5862	ENSG00000104388
ENSG00000104408	5398.4521722998	-0.110391956307332	0.0864711426156788	-1.27663348682658	0.201731673692081	0.412349888697361	EIF3E	3646	ENSG00000104408
ENSG00000104412	564.979805922065	-0.00602764908914064	0.104858192616234	-0.0574838163690364	0.954159797456883	0.979712567888598	EMC2	9694	ENSG00000104412
ENSG00000104415	364.819439264135	-0.87875126510326	0.197189094804047	-4.45638875707859	8.33518216090138e-06	8.94577062967066e-05	CCN4	8840	ENSG00000104415
ENSG00000104419	3416.44703085713	0.195281072245943	0.146607681406692	1.33199754864297	0.182860994042086	0.387678819265333	NDRG1	10397	ENSG00000104419
ENSG00000104427	271.71705487855	-0.00380146540646306	0.14502876069037	-0.0262118037027084	0.979088401124723	0.990447964235661	ZC2HC1A	51101	ENSG00000104427
ENSG00000104432	15.9802433396609	-0.117246183602308	0.449251598779221	-0.260981115973561	0.794107070007304	0.904256727753389	IL7	3574	ENSG00000104432
ENSG00000104442	580.860727799929	-0.0365280547952417	0.117470598751374	-0.310954870269735	0.755834930243173	0.88382681185547	ARMC1	55156	ENSG00000104442
ENSG00000104447	419.796699059085	-0.142626423620139	0.117473736001644	-1.21411328586794	0.224704467275049	0.442443944199928	TRPS1	7227	ENSG00000104447
ENSG00000104450	43.482538566337	0.0369053566478538	0.28782001511305	0.128223732575923	0.897971919213026	0.95473199619125	SPAG1	6674	ENSG00000104450
ENSG00000104472	587.131425000195	0.268521807022831	0.105355486268204	2.5487216331502	0.0108118562153514	0.0462654995643235	CHRAC1	54108	ENSG00000104472
ENSG00000104490	24.5938172955928	-0.253471620918309	0.40555520016565	-0.62499906502192	0.531971671744205	0.737252859338572	NCALD	83988	ENSG00000104490
ENSG00000104497	185.507529658426	0.0111679435120313	0.164133445723085	0.0680418513291505	0.945752318918341	0.976372507795597	SNX16	64089	ENSG00000104497
ENSG00000104517	3853.68852913674	0.0811168282641505	0.0793868533291857	1.02179170558369	0.306879495909653	0.537449190952235	UBR5	51366	ENSG00000104517
ENSG00000104518	626.816785859944	-0.0578246832794671	0.117441535473573	-0.492369952813492	0.622457836532956	0.803449925464111	GSDMD	79792	ENSG00000104518
ENSG00000104522	465.93168106772	-0.117514503944032	0.114959572451118	-1.02222460851619	0.306674606198565	0.537343851980489	GFUS	7264	ENSG00000104522
ENSG00000104524	119.904323649543	0.306896592285607	0.20061996534404	1.5297410293104	0.126080843498203	0.300988480171896	PYCR3	65263	ENSG00000104524
ENSG00000104529	2583.7744589807	-0.129052523238757	0.104423714390134	-1.23585455652926	0.216512631423584	0.431896286205909	EEF1D	1936	ENSG00000104529
ENSG00000104549	379.25515435473	0.0977605915304853	0.12092844603124	0.808416834408259	0.418850664126747	0.645698413445146	SQLE	6713	ENSG00000104549
ENSG00000104611	841.214786040864	-0.49727414519069	0.177679977925228	-2.79870670290129	0.00513077183171641	0.0252432801037434	SH2D4A	63898	ENSG00000104611
ENSG00000104613	851.353249096312	0.0241002579919353	0.11205721974189	0.215070997187396	0.829711965674842	0.922780064487778	INTS10	55174	ENSG00000104613
ENSG00000104626	426.703564146861	0.0420463977162982	0.137977113978178	0.30473457882985	0.76056831131599	0.886831717644593	ERI1	90459	ENSG00000104626
ENSG00000104635	1265.21357941857	0.0868532926844934	0.105793556311895	0.820969591271111	0.411663589400766	0.63974923256104	SLC39A14	23516	ENSG00000104635
ENSG00000104643	364.435511556857	0.13271178177425	0.123959916239617	1.07060238341655	0.284348251347214	0.513809025325207	MTMR9	66036	ENSG00000104643
ENSG00000104660	549.53062948969	-0.0204228589081476	0.106708126128051	-0.191389912363749	0.848220122754732	0.930960115602341	LEPROTL1	23484	ENSG00000104660
ENSG00000104671	236.47222517357	0.34715486244633	0.134242097247879	2.58603574857227	0.0097086860556486	0.0424955582120495	DCTN6	10671	ENSG00000104671
ENSG00000104679	289.75593693171	-0.199577940659316	0.137499715255945	-1.45147893788592	0.146646542966381	0.33481700758173	R3HCC1	203069	ENSG00000104679
ENSG00000104687	1145.51230806989	0.804334803703418	0.141018837450891	5.70374014027396	1.17206717633688e-08	2.10786691021374e-07	GSR	2936	ENSG00000104687
ENSG00000104689	45.5369851674546	0.382573220248437	0.277206028239554	1.3801042591968	0.167554546089834	0.367025259057959	TNFRSF10A	8797	ENSG00000104689
ENSG00000104691	159.838459124174	0.107899943948832	0.162344712058043	0.664634792109856	0.506284110376538	0.716659300983393	UBXN8	7993	ENSG00000104691
ENSG00000104695	1935.44068564869	0.550433403310452	0.103131171511615	5.33721662657985	9.4384249531685e-08	1.45724202303853e-06	PPP2CB	5516	ENSG00000104695
ENSG00000104714	306.03282207619	0.25827762723923	0.134711586326607	1.91726364659561	0.055204445865068	0.164447921018714	ERICH1	157697	ENSG00000104714
ENSG00000104722	36.8053680150919	0.400257459634512	0.351150208413951	1.13984685198498	0.254350110544505	0.479377835890481	NEFM	4741	ENSG00000104722
ENSG00000104723	1379.03874937953	-0.211311651502094	0.095588211865679	-2.21064551138409	0.0270603945336745	0.0955578855173758	TUSC3	7991	ENSG00000104723
ENSG00000104725	18.0240984446695	0.338121480728239	0.591237897578402	0.571887360592276	0.567398287438704	0.764872254979899	NA	NA	ENSG00000104725
ENSG00000104728	1862.04337111543	-0.0667058141303783	0.0892306557624952	-0.747566108983093	0.454721913415097	0.675762926402012	ARHGEF10	9639	ENSG00000104728
ENSG00000104731	146.757662077172	-0.000614464912638015	0.172844504448404	-0.00355501561706544	0.997163513900381	0.998323343518177	KLHDC4	54758	ENSG00000104731
ENSG00000104738	516.347586134935	-0.469692737744344	0.116376624068564	-4.03597149774358	5.43768177141328e-05	0.000481283761927402	MCM4	4173	ENSG00000104738
ENSG00000104756	1780.93637949127	0.825354398770674	0.097770214656939	8.44177750521177	3.12547863734296e-17	1.48632913651545e-15	KCTD9	54793	ENSG00000104756
ENSG00000104763	3169.51591944221	0.020738241759085	0.117267854514391	0.176845068454288	0.859630087416044	0.935366595730603	ASAH1	427	ENSG00000104763
ENSG00000104765	8297.28591184503	0.323896762016715	0.114149774312276	2.83747176871889	0.00454723679250435	0.0228064670686041	BNIP3L	665	ENSG00000104765
ENSG00000104774	1879.16971679338	0.0362083062218664	0.0915697077645716	0.395417951042926	0.692534463226859	0.847514095716953	MAN2B1	4125	ENSG00000104774
ENSG00000104804	10.2112725727039	0.416450273673571	0.548137377807184	0.759755292258255	0.447400871259308	0.669972686041144	TULP2	7288	ENSG00000104804
ENSG00000104805	5826.19026776355	0.0477738409982452	0.0786149597539474	0.607694020931511	0.543390429314855	0.746684725467371	NUCB1	4924	ENSG00000104805
ENSG00000104812	1705.2512159268	0.454943675016574	0.399375611080893	1.13913734938718	0.254645871542185	0.479725178222665	GYS1	2997	ENSG00000104812
ENSG00000104823	660.807708541285	0.308375436097369	0.129865673383098	2.37457234128124	0.0175692930414197	0.0681205810153243	ECH1	1891	ENSG00000104823
ENSG00000104824	1829.9786120364	-0.196767953453533	0.0856976316600621	-2.29607224426055	0.0216717509910563	0.0805786594624265	HNRNPL	3191	ENSG00000104824
ENSG00000104825	419.950920918376	0.333744681099839	0.122488881717296	2.72469367358681	0.00643611702256733	0.0304975927727764	NFKBIB	4793	ENSG00000104825
ENSG00000104852	4069.34463603001	0.238007251098845	0.0910557697095291	2.61386238190173	0.00895250883706108	0.0397209895953625	SNRNP70	6625	ENSG00000104852
ENSG00000104853	2029.45173390753	0.196650248441471	0.0865025624224717	2.27334593258691	0.0230053415920784	0.0845690701489708	CLPTM1	1209	ENSG00000104853
ENSG00000104856	133.220467277587	-0.330126691144686	0.195267949456579	-1.69063429028374	0.0909066713149535	0.236327143866947	RELB	5971	ENSG00000104856
ENSG00000104859	407.706357741953	0.0830885446632199	0.147349843707628	0.563886208309012	0.572831576695663	0.768133322387898	CLASRP	11129	ENSG00000104859
ENSG00000104863	33.343853131473	-0.567911893268176	0.329596867006955	-1.72305003510908	0.0848794771976735	0.225111723918957	LIN7B	64130	ENSG00000104863
ENSG00000104866	568.942573097858	-0.264517762748156	0.103506609841303	-2.55556396981522	0.0106015872427815	0.0455810000960248	PPP1R37	284352	ENSG00000104866
ENSG00000104870	2793.13002630537	0.0702815532260196	0.089434711786744	0.785842004988008	0.431960054461202	0.656791409428511	FCGRT	2217	ENSG00000104870
ENSG00000104872	587.603600097125	0.157201882439839	0.111039110551811	1.41573434494045	0.156853298704819	0.349968817482414	PIH1D1	55011	ENSG00000104872
ENSG00000104880	331.448678161855	0.273395995382484	0.12711415364178	2.15079113969433	0.0314926887649795	0.107550767665717	ARHGEF18	23370	ENSG00000104880
ENSG00000104881	159.059165226029	0.287996100298597	0.224264571867323	1.28418009987319	0.199078946483785	0.409211231488759	PPP1R13L	10848	ENSG00000104881
ENSG00000104883	37.5199559388552	-0.121794453821411	0.305076576130684	-0.399225844757215	0.689726801535377	0.845460473400136	PEX11G	92960	ENSG00000104883
ENSG00000104884	388.524951011162	0.202059550089041	0.14805897128126	1.36472344999074	0.172339986396637	0.373516349501622	ERCC2	2068	ENSG00000104884
ENSG00000104885	299.54459866376	0.352165231969085	0.125134662923247	2.81429001159406	0.00488851041594213	0.0242523650750559	DOT1L	84444	ENSG00000104885
ENSG00000104886	482.220655132507	0.405656107831058	0.119057703760835	3.40722267452719	0.000656275625303531	0.0043960252488717	PLEKHJ1	55111	ENSG00000104886
ENSG00000104888	8.10682970157974	0.414239572476856	0.620962205106535	0.667093051832015	0.504712698035136	0.715662986188465	SLC17A7	57030	ENSG00000104888
ENSG00000104889	73.8494073835874	-0.271865293398755	0.217755572855181	-1.24848833870975	0.211852276274846	0.426158714761029	RNASEH2A	10535	ENSG00000104889
ENSG00000104894	23.817380135857	-1.18097566868684	0.394892667251399	-2.99062445729081	0.00278407651163537	0.0150953943772607	CD37	951	ENSG00000104894
ENSG00000104897	508.119448261474	-0.0396350782975664	0.109174007075784	-0.363045008232165	0.716571262975023	0.862520926591737	SF3A2	8175	ENSG00000104897
ENSG00000104899	12.8553735186902	0.747090502622097	0.57619055164268	1.29660318186786	0.194767757103536	0.403719172179594	AMH	268	ENSG00000104899
ENSG00000104904	7232.13334877504	0.18769039103447	0.0856781094009546	2.19064580610807	0.0284774336567537	0.0994197972827043	OAZ1	4946	ENSG00000104904
ENSG00000104907	403.557981129793	0.19187080036653	0.135270291311338	1.41842527658139	0.156066640302286	0.348784527171732	TRMT1	55621	ENSG00000104907
ENSG00000104915	564.938457513394	-0.109851083456359	0.107025671726286	-1.02639938329281	0.30470336861257	0.535201184202796	STX10	8677	ENSG00000104915
ENSG00000104936	1259.65076933795	0.813057517568296	0.121783644406219	6.67624557905556	2.45141059260611e-11	6.09699010659586e-10	DMPK	1760	ENSG00000104936
ENSG00000104946	1099.42439915104	0.0900602413204103	0.11536298913321	0.780668410181516	0.434997544786257	0.659371553534861	TBC1D17	79735	ENSG00000104946
ENSG00000104951	7.1159684083987	-2.47573236233901	0.811779787272953	-3.04975856895359	0.00229025392919814	0.0128092012316913	IL4I1	259307	ENSG00000104951
ENSG00000104953	12.2293833526668	1.23457058108824	0.532149210882888	2.31997070716306	0.0203424620224247	0.0765169073811807	TLE6	79816	ENSG00000104953
ENSG00000104957	402.382966202407	0.188163742081256	0.118438356323315	1.58870612462406	0.112126755559193	0.276220074323897	YJU2B	81576	ENSG00000104957
ENSG00000104960	505.714057727275	-0.0403560717072493	0.112417335310767	-0.358984418156584	0.71960674592948	0.864047937278242	PTOV1	53635	ENSG00000104960
ENSG00000104964	3357.72699720849	0.370586983659839	0.0900664112505739	4.11459697920935	3.87856470720974e-05	0.000356103954317951	TLE5	166	ENSG00000104964
ENSG00000104969	1011.89958040142	0.119693737995227	0.0977048498325182	1.22505421379186	0.220554794716491	0.437022420700322	SGTA	6449	ENSG00000104969
ENSG00000104973	630.378965640473	0.210217444661344	0.100562878698809	2.09040798534573	0.0365811661872239	0.12031806952867	MED25	81857	ENSG00000104973
ENSG00000104976	313.413021480542	0.3947524170801	0.13266403062894	2.97557985543359	0.00292435202287245	0.0157419387347558	SNAPC2	6618	ENSG00000104976
ENSG00000104979	958.193367675039	-0.0439165482418585	0.109256080598658	-0.401959762799673	0.68771363907424	0.844186717636093	C19orf53	28974	ENSG00000104979
ENSG00000104980	405.114834475878	0.0921353684189392	0.117356757133214	0.785087886455099	0.432402041522648	0.657173227228074	TIMM44	10469	ENSG00000104980
ENSG00000104983	103.264118699545	0.0615731519036686	0.193408437457317	0.318358147726917	0.750213281271355	0.880662914223414	CCDC61	729440	ENSG00000104983
ENSG00000104998	39.2343848885803	-0.31840521311742	0.307910360925225	-1.03408411513227	0.301096841646957	0.53218246379373	IL27RA	9466	ENSG00000104998
ENSG00000105011	12.4383945268759	-0.0248500483071909	0.502021301361283	-0.0494999878288181	0.960520846900646	0.982727111577001	ASF1B	55723	ENSG00000105011
ENSG00000105048	15.5383185902568	-0.494199846116361	0.47079620940624	-1.04971075858839	0.293851115815414	0.524347954665885	TNNT1	7138	ENSG00000105048
ENSG00000105053	465.007495661131	0.0835109617003223	0.118245620188239	0.7062499360854	0.480032721102681	0.696893514402316	VRK3	51231	ENSG00000105053
ENSG00000105058	1610.49757863653	0.226355919381972	0.0972608699720747	2.32730716316811	0.0199489228015328	0.075427345931998	FAM32A	26017	ENSG00000105058
ENSG00000105063	1448.44755784634	0.102393647044934	0.0932517716470726	1.09803433475195	0.27218949683578	0.500925253433066	PPP6R1	22870	ENSG00000105063
ENSG00000105072	167.989822645553	-0.343586995014175	0.154288802695584	-2.22690816839172	0.025953411815436	0.092426144890925	C19orf44	84167	ENSG00000105072
ENSG00000105085	92.8673546927854	0.0331005650044838	0.19709816196729	0.167939491033798	0.866630881959861	0.938471063712745	MED26	9441	ENSG00000105085
ENSG00000105088	53.3658454955581	-1.39150796160413	0.302938815280548	-4.59336305357722	4.36159284599209e-06	4.98571187541526e-05	OLFM2	93145	ENSG00000105088
ENSG00000105127	587.186910458078	0.202703673705473	0.114213766553971	1.7747744411326	0.07593513813957	0.207265483284081	AKAP8	10270	ENSG00000105127
ENSG00000105135	738.181030956477	0.044281270810503	0.115746057643741	0.38257260516637	0.702036685611928	0.853801592568657	ILVBL	10994	ENSG00000105135
ENSG00000105136	195.322565040534	-0.337292289772949	0.168893399845351	-1.99707205895431	0.0458173556978359	0.143226035652487	ZNF419	79744	ENSG00000105136
ENSG00000105137	1405.58699933837	0.523832636534435	0.107905173785128	4.85456459740796	1.20651536876042e-06	1.53511914805695e-05	SYDE1	85360	ENSG00000105137
ENSG00000105146	41.1512884711787	0.263544602435052	0.35204073352411	0.748619626475705	0.454086499262567	0.675110034096648	AURKC	6795	ENSG00000105146
ENSG00000105171	429.454913606778	0.0725661420990246	0.118050391629604	0.614704797648692	0.538749690867546	0.743274236919763	POP4	10775	ENSG00000105171
ENSG00000105173	52.6139205909565	-0.662593258733477	0.270149187312717	-2.45269388120157	0.0141790945733602	0.057341463323986	CCNE1	898	ENSG00000105173
ENSG00000105176	1335.95178891548	-0.0543512220847345	0.0940703963399234	-0.577771798561754	0.563418197596437	0.761747264099787	URI1	8725	ENSG00000105176
ENSG00000105185	713.350856270185	0.247103809455415	0.122119378387245	2.02346108143328	0.0430256321860042	0.136356085803031	PDCD5	9141	ENSG00000105185
ENSG00000105186	543.360595260663	0.37979605171017	0.110716243511385	3.43035529083061	0.000602791400572166	0.00408545431529521	ANKRD27	84079	ENSG00000105186
ENSG00000105193	8557.56154637038	-0.0307060603428233	0.113927046512271	-0.269523886406693	0.787526563378025	0.900755417484068	RPS16	6217	ENSG00000105193
ENSG00000105197	639.290169130166	0.0877914668507977	0.126203937893302	0.695631755365831	0.486659473947494	0.702240798252537	TIMM50	92609	ENSG00000105197
ENSG00000105202	944.225522109904	0.094958685447263	0.102338281781214	0.927890167730906	0.353464545155172	0.583570743727466	FBL	2091	ENSG00000105202
ENSG00000105204	420.364306158561	-0.363932446738389	0.135982880004456	-2.67631077328604	0.00744375866561745	0.0343182392685068	DYRK1B	9149	ENSG00000105204
ENSG00000105220	2917.20381307266	-0.0294122457846483	0.133860079089289	-0.219723804025467	0.826086264737464	0.920994644927332	GPI	2821	ENSG00000105220
ENSG00000105221	2775.084038979	-0.192692628883644	0.0878442572447215	-2.19357115567418	0.0282662539481494	0.0987889562303824	AKT2	208	ENSG00000105221
ENSG00000105223	5954.48018209262	-0.130619578143633	0.0756813057276523	-1.72591602229595	0.0843625217984334	0.224262707685446	PLD3	23646	ENSG00000105223
ENSG00000105227	215.305107938393	-0.431392206623867	0.164923975134693	-2.61570342499658	0.00890438622148202	0.0395883777237466	PRX	57716	ENSG00000105227
ENSG00000105229	249.314861491186	0.141125834031828	0.149312598012966	0.945170306524119	0.344571936256594	0.574453407191291	PIAS4	51588	ENSG00000105229
ENSG00000105245	2409.77590489767	-0.196660728402264	0.138478670011162	-1.42015177056807	0.155563501112722	0.348239448421073	NUMBL	9253	ENSG00000105245
ENSG00000105248	177.861374686032	0.0331520090695726	0.162618691490907	0.203863459763641	0.838460200271296	0.926728547502914	YJU2	55702	ENSG00000105248
ENSG00000105254	893.547589507211	0.22842307714022	0.0989331365977081	2.30886318776142	0.0209511743094021	0.0783904511489584	TBCB	1155	ENSG00000105254
ENSG00000105255	55.378634136414	0.0301866017226656	0.253865221225476	0.118907984232526	0.905348256141293	0.956874400139511	FSD1	79187	ENSG00000105255
ENSG00000105258	68.5647828238908	0.0058986232297505	0.23256577718881	0.025363246910407	0.979765226387345	0.990466755080049	POLR2I	5438	ENSG00000105258
ENSG00000105270	2453.24724705478	0.0868391643053389	0.104977913426878	0.827213663051382	0.408115968820872	0.636479234707046	CLIP3	25999	ENSG00000105270
ENSG00000105281	5242.93891037009	0.407095228343375	0.0780610251164728	5.21508944746702	1.8372855601169e-07	2.71179924388103e-06	SLC1A5	6510	ENSG00000105281
ENSG00000105287	446.296487590717	-0.110204467165816	0.116097281345101	-0.949242444689391	0.342497318700099	0.572547226784056	PRKD2	25865	ENSG00000105287
ENSG00000105290	87.5417861615969	-0.648438304715976	0.210125968002808	-3.08595035101664	0.00202902699146251	0.0115393788100519	APLP1	333	ENSG00000105290
ENSG00000105298	322.185035500666	0.0896283421802122	0.133699037568695	0.670373877105593	0.502619483007558	0.714202986654225	CACTIN	58509	ENSG00000105298
ENSG00000105321	354.016921461959	0.142205322978533	0.127779454393295	1.11289662061662	0.265752831609692	0.492352022832636	CCDC9	26093	ENSG00000105321
ENSG00000105323	4519.51142746391	-0.0418155835238295	0.0804343702608595	-0.519872081900013	0.603152735059185	0.790243005153225	HNRNPUL1	11100	ENSG00000105323
ENSG00000105325	764.203316775226	-0.220860584847648	0.0959068417117043	-2.30286579044646	0.0212863954614679	0.0794547480202015	FZR1	51343	ENSG00000105325
ENSG00000105327	293.142257295541	-0.761854814631055	0.128067985045054	-5.94883111780854	2.70064104827304e-09	5.33159812454361e-08	BBC3	27113	ENSG00000105327
ENSG00000105329	1856.07756709403	-0.282029277837601	0.114243582754651	-2.4686662571086	0.0135617636755223	0.0553528101379189	TGFB1	7040	ENSG00000105329
ENSG00000105339	548.622329343401	0.382945015639774	0.110623181607069	3.46170676052319	0.000536761644931849	0.00369171063423963	DENND3	22898	ENSG00000105339
ENSG00000105341	581.403523677232	-0.000284464232458725	0.113440384593438	-0.00250760990874833	0.997999218866148	0.998869567022136	DMAC2	55101	ENSG00000105341
ENSG00000105355	2290.40140424476	0.0756126224791825	0.110222713340782	0.685998558622	0.492714017332523	0.706965250108639	PLIN3	10226	ENSG00000105355
ENSG00000105364	313.381674314193	0.265589786455413	0.125609995614864	2.11440009336314	0.034481109699861	0.115215897415199	MRPL4	51073	ENSG00000105364
ENSG00000105372	15508.6491037155	0.0264053898979453	0.0950788104573827	0.277721079711878	0.781226477646838	0.897784633690942	RPS19	6223	ENSG00000105372
ENSG00000105373	3662.77878592243	0.00661078146538253	0.103548226150593	0.063842537058706	0.949095607648612	0.97760114811131	NOP53	29997	ENSG00000105373
ENSG00000105376	70.8113938625244	0.14532642532535	0.283135364219832	0.513275428259522	0.607758669611623	0.793279664672385	ICAM5	7087	ENSG00000105376
ENSG00000105379	158.152392543398	-0.0540217738000598	0.192210022880103	-0.281055966752357	0.778667473815063	0.896219867735931	ETFB	2109	ENSG00000105379
ENSG00000105393	216.208303817879	0.319422255341294	0.162211809034164	1.9691677026672	0.0489338363734968	0.150535381195452	BABAM1	29086	ENSG00000105393
ENSG00000105397	1074.55119207926	0.0564279961047862	0.111797359124036	0.504734606854003	0.613745250991398	0.796924460387458	TYK2	7297	ENSG00000105397
ENSG00000105401	2259.59637182377	0.0813297632989178	0.0973524011527726	0.835416100022937	0.403483467950791	0.631623888403462	CDC37	11140	ENSG00000105401
ENSG00000105402	1678.88627206246	0.34664711628021	0.0876958992032092	3.95283153978452	7.72318114291365e-05	0.000662412030122655	NAPA	8775	ENSG00000105402
ENSG00000105404	1778.55136314745	0.326696243408778	0.0898684417807546	3.63527214821188	0.000277687333455605	0.00206853632429176	RABAC1	10567	ENSG00000105404
ENSG00000105419	885.985347999938	0.688464925037851	0.106162780298221	6.48499335740727	8.87356945832443e-11	2.06709740493985e-09	MEIS3	56917	ENSG00000105419
ENSG00000105426	3653.61708424414	0.400562062462601	0.174332430838078	2.29769102935671	0.0215793804882782	0.0803045903816924	PTPRS	5802	ENSG00000105426
ENSG00000105429	4056.51081798181	0.0530750963653227	0.101771998848365	0.52150981572448	0.602011669524161	0.789609972636833	MEGF8	1954	ENSG00000105429
ENSG00000105438	3022.72537695031	0.0285988715976529	0.0793356272973297	0.360479554670585	0.718488543377725	0.863319625479691	KDELR1	10945	ENSG00000105438
ENSG00000105443	581.280398244062	-0.137821635545996	0.142233618540764	-0.968980730153441	0.332554803741619	0.562812715927248	CYTH2	9266	ENSG00000105443
ENSG00000105447	391.892292502294	0.175452041113182	0.140551065213668	1.24831527136743	0.21191562380352	0.426232908491365	GRWD1	83743	ENSG00000105447
ENSG00000105464	12.9754382325754	-0.0542756156337798	0.499391060738089	-0.108683594683416	0.913453454313582	0.960780913790451	GRIN2D	2906	ENSG00000105464
ENSG00000105472	813.295691029637	0.0200902838602653	0.100026404213526	0.200849805791066	0.840816016986641	0.927937451271755	CLEC11A	6320	ENSG00000105472
ENSG00000105483	384.700403159833	-0.39285366441514	0.128032239012628	-3.06839642456298	0.00215210917392346	0.012139108594067	CARD8	22900	ENSG00000105483
ENSG00000105486	143.834481299996	-1.01926602789218	0.166828431537166	-6.10966619119183	9.98397420012164e-10	2.09858505317575e-08	LIG1	3978	ENSG00000105486
ENSG00000105497	218.764398743391	-0.153662298686068	0.150824990229047	-1.01881192534945	0.308292263083959	0.53910202163357	ZNF175	7728	ENSG00000105497
ENSG00000105499	123.342435561067	-1.03346352288763	0.185432618635933	-5.5732563692943	2.50021216820666e-08	4.29552419916942e-07	PLA2G4C	8605	ENSG00000105499
ENSG00000105514	193.401768542027	0.442456501273072	0.167987704126604	2.63386242209498	0.00844196866242607	0.0378854250583068	RAB3D	9545	ENSG00000105514
ENSG00000105516	84.7268444695439	-1.65403090468877	0.223616804088349	-7.39672007849321	1.3958937103446e-13	4.66607965506453e-12	DBP	1628	ENSG00000105516
ENSG00000105518	138.001127227649	0.0881194262817115	0.175891067100244	0.50098863878909	0.616379118715817	0.799138916153998	TMEM205	374882	ENSG00000105518
ENSG00000105519	118.118112089305	0.180655724202846	0.182789674144637	0.988325653777891	0.322993185416459	0.553927842891446	CAPS	828	ENSG00000105519
ENSG00000105520	937.977908202914	-0.0877924314505146	0.10727184388413	-0.818410761591306	0.413122678830388	0.640885547090666	PLPPR2	64748	ENSG00000105520
ENSG00000105538	58.1060919519689	0.30326044977644	0.263582731135648	1.15053231473033	0.249924692559233	0.474122334831002	RASIP1	54922	ENSG00000105538
ENSG00000105552	508.849627249369	0.738975549809888	0.144376536352842	5.11839089977823	3.08153408897155e-07	4.36973717805974e-06	BCAT2	587	ENSG00000105552
ENSG00000105556	245.950984501982	-0.129910930065816	0.144172942441461	-0.901077052780302	0.367547352801339	0.596805100780517	MIER2	54531	ENSG00000105556
ENSG00000105559	1208.93058844974	-0.559886600273265	0.138487236757047	-4.04287509364846	5.27997512022215e-05	0.000468771385738135	PLEKHA4	57664	ENSG00000105559
ENSG00000105568	5425.2692731831	0.126941401099907	0.0821052080580548	1.54608220479935	0.12208471589998	0.29431289514328	PPP2R1A	5518	ENSG00000105568
